,bay_top1,bay_top2,bay_top3,bay_top4,bay_top5,bay_top6,bay_top7,bay_top8,bay_top9,bay_top10,bay_top11,bay_top12,bay_top13,bay_top14,bay_top15,bay_top16,bay_top17,bay_top18,bay_top19,bay_top20,gnt_top1,gnt_top2,gnt_top3,gnt_top4,gnt_top5,gnt_top6,gnt_top7,gnt_top8,gnt_top9,gnt_top10,gnt_top11,gnt_top12,gnt_top13,gnt_top14,gnt_top15,gnt_top16,gnt_top17,gnt_top18,gnt_top19,gnt_top20,match
160,5,1,19,12,2,17,7,14,18,16,15,13,0,11,9,8,6,4,3,10,14,2,7,13,10,3,12,0,19,8,5,4,1,11,9,16,6,18,17,15,True
161,5,8,0,11,18,17,16,15,14,13,12,10,1,9,7,6,4,3,2,19,14,6,0,8,3,2,16,18,13,1,5,11,4,15,9,7,19,10,12,17,True
162,2,8,17,4,6,14,9,0,12,15,13,10,11,1,7,5,19,16,3,18,19,3,0,1,8,6,2,5,14,7,16,9,4,13,10,12,11,18,15,17,True
163,10,15,6,9,12,3,2,4,5,18,8,1,13,17,16,19,14,11,7,0,7,16,6,10,4,8,5,13,9,3,14,0,2,1,19,15,12,18,17,11,True
164,11,19,9,2,18,16,13,12,1,0,7,4,10,17,8,6,14,15,5,3,8,5,2,1,10,14,18,0,9,6,3,19,4,16,17,13,7,12,11,15,True
165,9,18,16,12,10,15,13,1,19,6,7,11,5,4,2,14,17,0,8,3,10,8,5,16,2,14,4,7,6,1,0,19,9,18,3,12,13,11,15,17,True
166,19,12,15,10,5,6,9,3,18,0,4,8,1,13,2,14,16,17,7,11,11,10,2,6,0,7,8,12,9,4,1,14,19,5,13,3,15,16,18,17,True
167,10,6,14,12,11,18,17,16,15,13,0,1,9,8,7,5,4,2,19,3,7,2,10,1,5,13,15,9,3,14,12,6,19,18,4,11,8,16,0,17,True
168,8,0,11,18,17,16,15,14,13,12,10,1,9,7,6,5,4,3,2,19,2,3,7,11,1,13,10,5,19,16,0,8,9,18,4,14,6,12,15,17,True
169,14,0,1,18,17,16,15,13,12,11,10,9,8,7,6,5,4,3,2,19,18,5,19,3,6,16,2,9,8,13,4,0,7,12,1,14,10,15,11,17,True
170,0,1,19,3,12,18,17,16,15,14,13,11,4,2,9,8,7,6,5,10,18,7,5,16,1,9,4,3,2,15,11,0,13,12,10,8,19,6,14,17,True
171,12,6,10,2,4,15,8,9,18,13,19,1,7,11,5,16,14,17,3,0,10,2,1,4,5,14,13,11,8,7,17,3,0,9,6,19,16,12,18,15,True
172,10,6,11,18,17,16,15,14,13,12,0,1,9,8,7,5,4,3,2,19,10,2,12,9,15,19,5,18,4,8,16,6,7,3,14,13,0,11,1,17,True
173,13,9,17,4,10,1,15,14,11,12,18,16,19,8,7,6,2,5,3,0,7,2,8,13,0,4,9,10,16,1,19,12,18,14,5,3,11,6,15,17,True
174,7,8,19,2,4,1,18,14,12,11,0,6,9,13,5,15,16,17,3,10,7,8,2,11,9,14,10,5,18,3,19,13,16,4,12,0,6,15,1,17,True
175,2,17,7,14,12,0,11,18,16,15,13,10,1,9,8,6,5,4,3,19,16,2,1,18,5,12,0,13,4,10,19,3,7,11,9,6,8,14,17,15,True
176,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,14,10,3,12,11,18,17,16,15,13,0,1,9,8,7,6,5,4,2,19,True
177,19,7,16,12,11,18,17,15,14,13,0,1,9,8,6,5,4,3,2,10,12,2,7,5,10,19,15,1,3,6,9,13,0,11,4,16,8,18,14,17,True
178,18,11,12,3,17,5,6,14,0,16,15,13,10,1,9,7,4,2,19,8,4,7,8,2,1,14,9,5,10,12,16,3,11,15,6,0,13,17,19,18,True
179,19,1,18,17,16,15,14,13,12,11,0,9,8,7,6,5,4,3,2,10,13,0,6,14,9,18,8,3,5,2,4,19,16,1,10,7,15,11,12,17,True
180,4,15,14,0,11,18,17,16,13,12,10,1,9,8,7,6,5,3,2,19,8,4,16,5,6,11,0,7,2,10,3,1,19,14,13,18,9,12,17,15,True
181,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,12,17,0,10,2,16,9,13,7,15,4,8,6,19,11,5,18,1,14,3,True
182,19,13,2,18,4,17,6,7,8,9,15,14,16,0,12,11,1,5,3,10,4,8,7,13,14,11,18,1,6,9,10,15,5,19,0,3,2,16,12,17,True
183,11,0,1,18,17,16,15,14,13,12,10,9,8,7,6,5,4,3,2,19,7,10,2,8,5,11,0,1,3,19,18,6,9,4,13,12,14,16,15,17,True
184,5,1,0,11,18,17,16,15,14,13,12,10,9,8,7,6,4,3,2,19,17,18,13,4,8,14,6,11,1,5,19,10,3,16,7,0,2,9,12,15,True
185,16,1,14,4,15,18,6,0,13,2,5,17,11,10,12,9,8,3,19,7,12,0,2,5,4,3,8,9,6,16,10,7,14,1,11,13,18,19,17,15,True
186,1,0,7,8,18,12,17,16,15,14,13,10,11,9,6,5,4,3,2,19,8,7,2,12,9,14,1,16,3,18,19,4,0,5,13,11,10,6,15,17,True
187,2,7,14,0,11,18,17,16,15,13,12,10,1,9,8,6,5,4,19,3,2,1,5,10,9,7,12,19,0,16,3,4,18,8,13,11,6,14,15,17,True
188,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,10,13,2,1,8,4,9,7,18,0,11,6,14,3,15,5,19,17,12,16,True
189,5,16,1,12,17,3,8,10,6,13,9,14,15,0,7,4,2,19,11,18,14,13,5,2,0,11,4,8,19,7,12,1,3,16,18,9,15,10,6,17,True
190,6,11,5,9,12,0,18,17,16,15,14,10,1,2,13,4,19,8,7,3,2,10,8,11,5,3,0,9,4,1,7,16,19,13,12,18,6,14,15,17,True
191,0,6,14,17,9,11,2,3,15,4,5,18,1,13,10,12,8,16,19,7,9,0,3,5,8,4,10,2,16,19,11,14,13,7,6,18,1,12,17,15,True
192,18,5,0,11,17,16,15,14,13,12,10,9,8,7,6,4,2,19,1,3,12,2,1,11,6,10,5,3,9,4,8,14,0,18,19,7,15,16,13,17,True
193,10,13,2,4,5,6,17,8,9,15,14,18,16,19,12,1,7,11,3,0,4,1,9,6,13,8,2,3,0,7,19,5,16,11,14,10,18,15,12,17,True
194,5,19,2,4,7,9,18,15,12,10,6,11,8,13,14,16,17,0,1,3,10,2,7,14,19,5,8,9,4,0,11,15,3,12,1,13,18,6,16,17,True
195,19,4,2,7,8,13,12,17,9,14,18,16,15,10,11,5,1,6,0,3,2,7,10,9,5,8,17,3,4,19,14,18,11,0,12,1,13,16,6,15,True
196,3,17,9,13,2,18,6,7,8,1,0,14,16,15,10,12,11,5,4,19,2,10,16,3,8,6,9,4,11,1,12,5,14,13,0,19,7,18,15,17,True
197,1,10,16,0,8,11,12,18,5,7,6,9,3,13,17,19,4,14,15,2,10,2,9,4,8,5,0,7,19,1,12,14,3,6,11,16,18,13,15,17,True
198,5,0,11,18,17,16,15,14,13,12,10,1,9,8,7,6,4,3,2,19,5,17,3,19,9,1,0,4,6,12,13,10,7,11,8,16,14,2,15,18,True
199,10,6,16,12,0,5,4,7,8,9,1,11,3,13,14,15,2,17,18,19,19,5,0,3,13,4,6,2,14,18,16,7,1,9,17,8,11,10,12,15,True
200,13,18,3,17,6,8,9,1,0,16,15,14,10,12,11,7,5,4,2,19,5,2,11,9,12,8,18,1,0,14,17,16,15,10,13,7,6,4,3,19,True
201,6,0,11,2,17,14,18,16,15,10,13,5,4,9,12,7,3,1,8,19,5,0,3,10,13,12,4,14,6,19,8,16,11,2,9,7,1,18,17,15,True
202,0,15,1,18,17,16,14,13,12,11,10,9,8,7,6,5,4,3,2,19,5,11,10,7,6,16,1,19,4,13,8,3,14,2,0,9,18,17,12,15,True
203,19,2,4,7,8,12,18,17,16,15,14,13,0,11,1,9,6,5,3,10,2,19,7,3,14,13,6,18,9,8,4,16,12,11,0,10,5,1,17,15,True
204,0,18,4,16,15,14,1,11,17,13,12,10,9,7,6,5,2,19,8,3,4,19,11,13,16,8,1,3,2,10,0,7,6,5,18,12,14,9,17,15,True
205,19,11,4,5,12,18,17,16,15,14,13,0,1,9,8,7,6,3,2,10,13,8,4,1,14,9,16,0,6,18,7,19,5,2,3,12,11,15,10,17,True
206,2,7,8,19,18,4,14,12,17,16,15,0,11,1,5,13,9,6,3,10,9,19,18,4,3,5,8,10,0,2,16,1,11,7,14,13,12,6,15,17,True
207,15,4,14,0,9,18,17,13,10,7,6,5,2,19,8,1,11,12,16,3,13,4,3,6,1,12,8,16,14,5,9,2,7,18,0,10,11,19,15,17,True
208,19,14,2,18,4,5,6,7,8,9,17,16,15,13,0,12,11,1,3,10,15,8,3,7,10,12,14,2,16,0,1,6,9,13,5,4,19,17,11,18,True
209,4,11,5,2,7,8,19,3,9,1,12,13,17,16,18,0,15,14,6,10,6,0,7,4,16,9,14,2,1,19,13,12,8,5,3,11,18,10,17,15,True
210,16,0,1,18,17,15,14,13,12,11,10,9,7,6,5,4,2,19,8,3,7,9,1,2,8,0,10,5,12,16,6,11,19,3,14,13,4,18,15,17,True
211,0,16,6,12,11,18,17,15,14,13,10,9,8,7,5,4,2,19,1,3,4,10,3,7,11,18,1,2,19,0,5,16,8,9,14,6,12,13,17,15,True
212,19,13,18,3,17,6,8,9,1,16,15,14,0,12,11,7,5,4,2,10,19,14,13,1,9,8,0,2,5,10,16,4,7,6,11,3,18,12,17,15,True
213,0,11,18,17,16,15,14,13,12,10,9,8,7,6,5,4,2,19,1,3,2,19,16,13,7,11,5,0,10,18,9,6,1,8,3,12,4,14,15,17,True
214,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,16,10,9,2,5,0,19,13,12,6,1,3,4,7,14,8,18,11,17,15,True
215,0,15,1,18,17,16,14,13,12,11,10,9,8,7,6,5,4,3,2,19,17,3,16,13,14,4,10,2,5,12,9,6,18,8,1,0,7,19,11,15,True
216,16,10,9,18,17,13,12,1,19,8,7,5,4,2,11,6,14,15,3,0,10,9,1,2,16,8,7,13,14,0,18,6,11,4,12,5,19,15,3,17,True
217,10,1,18,16,15,14,13,12,11,19,9,8,7,6,4,2,5,3,17,0,6,0,10,4,14,5,16,2,7,3,8,9,13,19,11,18,15,12,1,17,True
218,18,1,10,9,16,15,13,12,11,19,8,7,6,4,2,5,14,3,17,0,16,0,18,5,2,1,6,13,7,8,19,4,14,10,3,9,11,12,15,17,True
219,10,9,18,17,16,13,12,1,19,8,7,4,2,11,6,5,14,15,3,0,2,8,14,3,18,0,7,11,19,9,13,16,4,10,5,1,17,6,15,12,True
220,16,5,0,11,18,17,15,14,13,12,10,1,9,8,7,6,4,3,2,19,2,8,10,19,12,5,13,1,9,7,11,16,4,0,14,3,6,18,15,17,True
221,15,5,10,9,12,6,1,18,4,3,2,17,11,13,14,8,7,0,16,19,14,7,8,9,12,3,10,4,0,15,1,5,2,19,6,13,11,18,17,16,True
222,10,18,15,12,9,6,7,19,5,4,2,1,11,13,16,8,14,17,0,3,13,7,5,3,12,4,11,1,0,8,19,14,15,18,6,17,2,16,9,10,True
223,4,11,9,17,13,2,3,18,7,1,6,8,0,15,16,10,14,12,5,19,6,2,19,1,5,3,7,10,11,13,9,4,0,16,8,18,12,14,17,15,True
224,1,17,12,10,2,5,6,8,9,13,14,16,18,4,7,15,0,11,19,3,0,3,5,4,1,2,8,19,11,9,7,6,14,13,10,18,16,12,15,17,True
225,19,1,13,8,9,2,7,18,16,12,10,4,5,0,11,6,15,17,14,3,6,7,2,11,10,14,0,4,9,8,3,18,16,5,13,12,19,1,15,17,True
226,0,13,5,7,8,9,1,11,18,17,16,15,14,10,12,6,4,3,2,19,7,2,4,16,0,10,5,12,1,14,3,18,9,19,13,8,11,6,15,17,True
227,0,11,18,17,16,15,14,13,12,10,9,8,7,6,5,4,2,19,1,3,6,12,5,13,10,7,2,16,0,18,4,8,9,3,15,14,19,1,11,17,True
228,18,19,17,6,8,9,13,15,2,4,7,14,1,12,16,0,11,5,10,3,6,1,4,7,11,12,3,0,8,13,2,9,19,18,16,10,14,5,15,17,True
229,0,6,16,12,1,19,5,7,8,9,4,11,3,13,14,15,2,17,18,10,15,16,12,8,18,6,3,5,4,10,11,7,19,14,2,9,0,13,1,17,True
230,10,6,5,7,12,18,17,16,15,14,13,0,11,9,8,4,2,19,1,3,12,2,5,9,3,13,18,1,16,11,4,14,19,10,8,0,15,7,6,17,True
231,8,19,13,2,18,4,5,17,7,9,16,15,14,10,12,1,6,11,3,0,4,6,9,14,18,7,2,1,5,11,8,13,0,19,10,12,3,16,15,17,True
232,1,0,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,10,3,9,7,2,12,5,8,4,18,16,19,6,13,14,11,1,0,17,15,True
233,2,7,19,14,18,4,17,6,8,9,15,13,11,16,0,12,1,5,3,10,12,6,14,13,9,1,4,2,5,11,18,8,0,7,3,10,16,19,17,15,True
234,1,10,16,12,19,5,7,8,9,4,13,2,18,6,11,15,17,14,0,3,13,2,10,7,4,5,8,19,14,16,12,9,0,15,6,3,18,11,1,17,True
235,17,18,6,9,3,8,1,13,0,16,2,11,14,7,12,10,15,5,4,19,0,3,11,13,4,5,1,8,2,16,14,6,10,9,7,19,12,18,15,17,True
236,15,10,18,8,2,4,5,6,9,1,12,13,17,16,19,14,11,7,0,3,2,7,14,10,8,4,12,3,16,0,6,5,13,19,9,1,11,15,18,17,True
237,1,10,7,16,12,11,8,19,6,9,4,13,15,2,18,5,0,3,14,17,7,0,4,13,5,14,1,6,19,16,10,9,8,2,3,18,12,15,11,17,True
238,18,19,13,2,4,17,6,7,8,9,15,14,16,0,12,11,1,5,3,10,14,4,2,18,16,13,1,5,12,9,17,3,8,7,10,6,11,0,19,15,True
239,15,12,14,4,17,9,11,13,2,6,7,16,0,18,10,1,8,5,19,3,18,8,16,12,10,14,9,3,5,2,0,7,4,1,6,19,11,13,17,15,True
240,0,15,19,11,12,18,17,16,2,14,13,10,4,1,9,8,7,6,5,3,12,14,13,1,18,4,2,3,16,6,10,5,19,8,0,7,11,15,9,17,True
241,3,15,10,17,2,4,5,6,8,9,1,11,12,13,14,18,0,16,7,19,12,3,0,6,13,4,9,18,1,7,14,8,11,2,10,5,15,16,19,17,True
242,13,19,12,9,18,10,6,7,8,5,11,4,14,15,16,17,2,0,1,3,2,5,10,18,4,19,12,14,8,7,9,11,0,3,6,1,13,16,15,17,True
243,10,16,9,18,17,13,12,1,19,8,7,6,4,2,11,5,14,15,3,0,18,2,5,12,7,1,10,13,16,9,3,19,6,11,14,8,4,0,15,17,True
244,11,0,9,18,16,15,13,12,1,10,8,7,6,4,2,19,5,14,3,17,6,3,1,5,16,0,13,2,8,9,11,14,10,19,18,15,4,12,17,7,True
245,13,9,1,10,11,18,17,16,15,14,12,0,8,7,6,5,4,3,2,19,0,2,10,8,7,5,1,4,9,18,19,16,11,3,12,13,14,6,15,17,True
246,1,0,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,6,4,14,0,5,13,16,10,9,8,3,7,11,2,18,19,12,17,15,1,True
247,13,2,3,17,7,9,1,0,18,16,15,14,10,12,11,8,6,5,4,19,2,5,1,0,19,12,16,3,11,9,14,15,10,18,7,8,4,6,13,17,True
248,2,3,17,7,9,13,0,12,18,16,15,14,10,11,1,8,6,5,4,19,16,5,15,12,2,1,18,9,3,10,8,7,19,13,6,11,0,4,14,17,True
249,14,0,1,18,17,16,15,13,12,11,10,9,8,7,6,5,4,3,2,19,8,14,4,10,2,13,9,7,5,18,15,0,16,12,6,1,3,19,11,17,True
250,2,7,9,17,13,19,3,4,5,18,8,14,16,15,0,12,11,6,10,1,15,10,7,11,1,0,3,2,5,9,14,19,12,4,6,16,8,13,17,18,True
251,10,6,11,18,17,16,15,14,13,12,0,1,9,8,7,5,4,2,19,3,6,2,19,5,10,7,9,8,13,18,11,16,12,0,3,14,1,4,15,17,True
252,16,0,1,18,17,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,8,2,7,18,5,11,10,0,3,19,16,9,4,17,12,14,6,13,1,15,True
253,19,4,15,14,11,18,17,16,13,12,0,1,9,8,7,6,5,3,2,10,2,6,11,8,1,13,14,19,7,0,3,12,4,18,9,16,10,5,17,15,True
254,0,1,18,17,16,15,14,13,12,11,10,9,7,6,5,4,2,19,8,3,3,14,13,0,2,5,9,4,18,8,10,11,6,12,7,19,16,15,1,17,True
255,16,8,0,11,18,17,15,14,13,12,10,1,9,7,6,5,4,3,2,19,0,2,5,1,18,10,14,8,12,9,19,3,7,16,4,6,11,13,15,17,True
256,15,10,18,3,4,5,6,16,9,14,12,13,17,0,11,1,8,7,2,19,5,10,16,13,3,9,6,4,11,19,1,7,14,8,2,0,12,18,17,15,True
257,18,0,11,17,16,15,14,13,10,6,5,4,2,9,1,12,7,3,19,8,16,0,10,19,5,13,2,4,11,9,3,6,7,8,12,14,1,18,15,17,True
258,5,0,14,18,17,4,6,16,15,9,1,11,12,13,10,8,7,3,2,19,5,3,10,0,8,18,16,14,6,19,9,4,1,7,2,13,12,11,15,17,True
259,10,4,8,7,19,2,6,9,1,12,13,16,18,11,15,17,5,3,14,0,19,2,9,8,5,12,18,10,7,6,1,3,0,4,14,13,11,16,17,15,True
260,11,10,9,18,17,16,13,12,1,19,8,7,4,2,6,5,14,15,3,0,14,2,13,3,18,9,7,8,16,11,4,1,10,12,0,6,5,19,15,17,True
261,15,0,4,11,9,17,14,13,19,8,1,7,12,6,5,3,16,2,18,10,2,13,4,1,11,10,8,7,14,5,0,6,9,12,3,18,19,16,15,17,True
262,10,2,17,14,9,13,11,0,6,5,4,15,16,18,7,1,12,8,3,19,4,1,8,0,7,6,14,11,3,13,5,15,16,10,2,17,19,9,12,18,True
263,11,17,4,15,14,13,9,0,18,16,12,10,1,8,7,6,5,3,2,19,5,2,1,10,3,6,8,7,12,0,16,13,9,11,4,18,19,14,15,17,True
264,2,7,1,0,12,18,17,16,15,14,13,10,11,9,6,5,4,19,8,3,19,6,7,16,11,2,10,14,1,4,8,5,13,9,0,12,3,18,15,17,True
265,11,0,1,18,17,16,15,14,13,12,10,9,8,7,6,5,4,3,2,19,16,11,18,5,2,3,0,14,10,4,17,9,19,13,6,1,8,7,15,12,True
266,10,18,3,5,6,9,12,15,8,17,13,0,11,1,7,14,16,4,2,19,4,3,7,0,15,6,12,9,10,19,1,18,5,16,8,2,13,14,11,17,True
267,8,19,14,2,18,4,5,6,7,9,17,15,13,16,0,12,11,1,3,10,7,11,2,18,3,13,4,14,6,1,5,8,17,16,19,10,12,0,9,15,True
268,17,6,9,2,14,0,11,18,16,1,13,3,7,8,15,19,12,5,4,10,13,0,4,10,16,8,1,3,9,5,7,6,2,12,14,11,18,19,15,17,True
269,10,1,16,12,18,17,15,14,13,11,0,9,8,7,6,5,4,3,2,19,19,14,13,2,0,6,16,10,4,8,9,3,5,1,11,18,7,12,15,17,True
270,0,2,17,5,6,9,14,11,13,18,16,15,10,12,1,8,7,4,19,3,4,7,2,11,10,19,8,5,16,3,1,14,0,13,6,9,18,12,15,17,True
271,16,8,0,11,18,17,15,14,13,12,10,9,7,6,5,4,2,19,1,3,15,9,10,0,3,19,2,8,18,7,14,6,13,5,4,12,1,11,16,17,True
272,19,12,13,9,18,16,15,11,1,10,8,7,6,4,2,5,14,3,17,0,2,5,10,8,19,7,0,18,12,16,6,9,1,4,11,3,13,17,14,15,True
273,18,10,3,5,6,15,9,1,12,13,17,16,14,0,11,8,7,4,2,19,19,16,0,4,10,6,7,5,3,1,13,2,8,9,18,14,12,11,15,17,True
274,13,2,4,7,15,9,1,14,0,18,17,16,10,12,11,8,6,5,3,19,5,2,9,18,14,8,10,13,0,4,12,19,7,6,16,11,1,3,15,17,True
275,0,16,11,7,8,2,5,12,19,6,3,9,1,4,13,14,15,17,18,10,2,8,9,11,10,13,7,0,14,5,3,6,4,16,1,12,19,18,15,17,True
276,18,1,0,15,8,11,17,16,14,13,12,10,9,7,6,5,4,3,2,19,19,0,3,16,4,5,8,10,9,1,6,15,14,2,13,7,11,12,18,17,True
277,10,2,18,4,17,16,13,11,15,14,12,0,9,8,7,6,5,19,1,3,7,11,3,0,9,5,13,2,14,4,8,10,16,19,6,18,1,15,12,17,True
278,5,15,14,0,11,18,17,16,13,12,10,1,9,8,7,6,4,3,2,19,16,19,14,11,13,2,6,1,8,10,9,18,5,0,12,7,4,15,3,17,True
279,12,14,2,17,7,6,0,18,16,15,13,10,11,1,9,8,5,4,3,19,0,9,3,4,5,1,7,13,18,8,19,6,2,17,15,11,10,16,12,14,True
280,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,14,10,2,9,6,7,8,5,3,12,4,16,1,19,11,13,0,18,15,17,True
281,1,10,9,18,17,16,13,12,19,8,7,4,2,11,6,5,14,15,3,0,2,1,18,5,11,14,7,0,9,12,4,6,13,19,10,16,3,8,17,15,True
282,16,7,2,11,12,0,14,17,6,8,9,15,13,18,10,1,5,4,3,19,10,11,1,4,16,18,17,2,7,19,8,3,12,6,13,5,9,0,14,15,True
283,0,2,17,16,6,14,9,11,12,18,15,13,10,1,8,7,5,4,3,19,14,2,7,1,0,8,4,16,6,11,18,10,12,9,13,5,19,17,3,15,True
284,10,9,18,17,16,13,12,1,19,8,7,4,2,11,6,5,14,15,3,0,16,7,4,2,13,11,8,10,3,0,14,5,9,12,6,19,1,18,15,17,True
285,9,2,17,13,16,7,15,3,10,4,5,6,18,12,14,8,19,11,1,0,5,7,3,10,6,0,4,2,19,11,8,1,9,16,15,14,13,12,18,17,True
286,7,0,5,11,13,2,9,1,18,17,16,15,14,10,12,8,6,4,3,19,10,13,5,2,11,3,8,4,7,14,6,19,12,9,1,18,16,0,17,15,True
287,1,9,13,11,10,18,16,15,12,19,8,7,6,4,2,5,14,17,0,3,3,8,11,7,2,4,0,13,10,6,19,5,9,16,14,1,18,12,15,17,True
288,10,9,18,15,5,6,12,16,19,3,8,1,11,7,13,4,2,0,14,17,5,4,7,9,11,8,0,2,19,1,3,17,6,10,18,13,14,12,16,15,True
289,19,16,6,12,7,0,4,2,5,8,9,1,11,13,14,15,17,18,10,3,10,7,8,3,5,9,6,14,19,4,2,0,13,16,1,11,12,18,17,15,True
290,2,7,19,4,6,8,9,11,14,18,17,16,15,0,13,12,10,1,5,3,17,10,9,19,3,2,14,8,5,18,7,1,6,4,12,16,13,11,0,15,True
291,16,15,0,1,18,17,14,13,12,11,10,9,8,7,6,5,4,3,2,19,12,0,1,4,3,18,8,2,16,11,7,6,9,10,13,5,14,19,17,15,True
292,10,9,18,17,16,13,12,1,19,8,7,4,2,11,6,5,14,15,3,0,1,2,10,7,3,5,4,19,18,16,0,9,12,8,11,14,6,13,17,15,True
293,5,8,0,7,11,12,18,17,16,15,14,13,10,1,9,6,4,3,2,19,9,6,10,14,2,0,19,13,15,1,8,11,12,3,4,5,18,7,16,17,True
294,0,5,7,8,11,12,18,17,16,15,14,13,10,1,9,6,4,3,2,19,16,7,6,1,14,0,2,13,3,8,9,10,5,19,15,12,11,4,17,18,True
295,10,18,16,6,9,17,13,12,1,19,8,7,4,2,11,5,14,15,3,0,2,5,7,12,18,10,13,4,8,11,1,6,9,3,14,19,16,0,15,17,True
296,10,9,18,17,16,13,12,11,1,19,8,7,4,2,6,5,14,15,3,0,11,14,2,7,9,3,5,18,8,10,19,12,1,13,16,4,6,0,15,17,True
297,16,19,5,8,1,18,17,13,12,10,9,7,4,2,11,6,14,15,0,3,8,2,10,9,7,1,5,11,16,12,13,0,3,15,18,4,14,19,6,17,True
298,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,6,11,8,13,7,16,15,9,5,3,10,18,0,19,1,2,4,12,14,17,True
299,16,10,8,18,17,13,12,9,19,7,4,2,1,11,6,5,14,15,0,3,12,2,7,18,8,10,9,6,5,3,1,16,14,13,11,0,19,17,4,15,True
300,7,2,17,10,16,12,19,4,6,8,11,15,18,0,9,1,13,14,5,3,8,11,7,2,1,6,5,13,18,16,19,10,3,14,12,9,0,4,15,17,True
301,0,2,17,6,14,9,11,12,18,16,15,13,10,1,8,7,5,4,3,19,13,0,1,5,3,4,14,7,16,8,19,9,12,2,18,6,10,15,11,17,True
302,19,13,2,18,4,17,6,7,8,9,15,14,16,0,12,11,1,5,3,10,11,4,16,18,5,13,14,1,3,8,9,2,10,6,7,0,19,15,17,12,True
303,4,19,7,2,8,15,14,10,6,9,1,11,12,13,5,16,17,18,0,3,10,2,9,5,6,8,4,3,7,1,13,19,16,18,12,0,14,11,15,17,True
304,1,10,9,16,13,12,18,15,11,19,8,7,6,4,2,5,14,3,17,0,10,11,0,1,5,13,7,9,6,16,8,4,2,18,3,15,14,17,12,19,True
305,6,7,14,12,0,11,18,17,16,15,13,10,1,9,8,5,4,3,2,19,2,16,14,19,6,5,1,13,10,8,9,7,11,0,12,3,4,18,17,15,True
306,0,7,17,14,12,19,2,6,5,8,9,1,11,4,13,3,15,16,18,10,15,4,6,2,5,7,1,0,8,13,9,3,16,12,10,14,18,19,11,17,True
307,15,14,10,12,2,3,16,7,1,18,17,13,0,11,9,8,6,5,4,19,19,14,13,3,1,4,0,2,11,5,7,6,9,18,10,16,8,12,17,15,True
308,0,12,7,16,15,11,19,6,3,2,8,9,1,5,4,13,14,17,18,10,5,1,8,4,0,18,9,2,14,11,13,3,6,7,10,16,12,19,17,15,True
309,0,11,18,17,16,15,14,13,10,6,5,4,2,9,1,8,12,7,3,19,5,3,0,15,11,6,1,12,2,10,19,4,7,9,14,13,16,8,18,17,True
310,6,10,9,18,17,15,14,13,19,8,7,4,2,1,11,12,5,16,3,0,11,19,7,12,14,1,6,3,0,13,16,5,15,2,4,8,10,9,18,17,True
311,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,10,2,5,14,9,16,8,6,1,4,7,3,13,18,11,0,12,19,17,15,True
312,5,0,11,18,17,16,15,14,13,12,10,1,9,8,7,6,4,3,2,19,5,2,1,10,9,19,16,13,7,15,11,8,0,3,18,12,4,6,14,17,True
313,7,2,19,4,13,9,8,10,12,16,17,18,6,11,15,5,14,0,1,3,2,10,7,5,11,3,0,17,14,8,9,15,6,1,4,13,12,19,16,18,True
314,2,4,5,0,11,18,17,16,15,14,13,10,6,7,19,12,1,9,8,3,6,0,19,3,5,9,11,4,2,12,10,14,15,8,7,16,13,1,18,17,True
315,19,1,18,17,16,15,14,13,12,11,0,9,8,7,6,5,4,3,2,10,10,13,2,14,11,1,9,6,5,12,8,18,7,0,4,3,16,19,15,17,True
316,3,10,19,2,12,18,17,16,15,14,13,11,4,1,9,8,7,6,5,0,14,2,1,5,9,6,4,10,11,8,19,16,7,13,12,3,0,15,17,18,True
317,19,13,2,18,4,17,6,7,8,9,15,14,16,0,12,11,1,5,3,10,8,11,12,18,2,15,4,5,6,19,13,16,0,7,10,9,14,1,3,17,True
318,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,2,19,3,7,5,4,8,3,6,0,10,16,14,9,2,19,13,15,11,1,12,17,18,True
319,0,2,17,6,14,9,11,12,18,16,15,13,10,1,8,7,5,4,3,19,1,0,9,2,7,11,4,10,19,13,16,5,6,12,18,3,14,8,15,17,True
320,7,16,10,18,19,5,6,4,8,9,1,11,12,13,14,15,3,17,2,0,19,1,2,0,8,4,10,9,5,7,3,11,13,16,6,14,18,12,17,15,True
321,6,0,11,18,17,14,2,5,16,13,15,10,4,12,1,9,19,7,8,3,4,0,13,10,5,8,3,16,19,14,6,9,2,11,1,7,12,18,15,17,True
322,10,18,17,4,5,15,14,9,13,11,12,16,0,1,8,7,6,3,2,19,6,2,9,10,8,3,5,12,1,0,4,13,16,19,11,7,18,14,17,15,True
